planet_name,host_star_name,habitability_prob
Kepler-1127 b,Kepler-1127,0.0339
Kepler-1915 b,Kepler-1915,0.0338
Kepler-351 c,Kepler-351,0.0338
Kepler-11 g,Kepler-11,0.0338
HIP 35173 b,HIP 35173,0.0338
Kepler-313 b,Kepler-313,0.0338
Kepler-604 b,Kepler-604,0.0337
Kepler-1885 b,Kepler-1885,0.0337
Kepler-1458 b,Kepler-1458,0.0337
Kepler-1038 c,Kepler-1038,0.0336
MOA-2016-BLG-319L b,MOA-2016-BLG-319L,0.0336
Kepler-829 b,Kepler-829,0.0336
Kepler-132 d,Kepler-132,0.0335
Kepler-1635 b,Kepler-1635,0.0335
Kepler-173 b,Kepler-173,0.0335
HD 25171 b,HD 25171,0.0335
Kepler-1412 b,Kepler-1412,0.0334
Kepler-520 b,Kepler-520,0.0334
Kepler-199 c,Kepler-199,0.0334
Kepler-585 b,Kepler-585,0.0334
Kepler-207 b,Kepler-207,0.0333
TOI-849 b,TOI-849,0.0332
HD 163607 b,HD 163607,0.0332
Kepler-823 b,Kepler-823,0.0332
GJ 832 b,GJ 832,0.0332
HD 140901 c,HD 140901,0.0332
Kepler-1900 b,Kepler-1900,0.0331
Kepler-767 b,Kepler-767,0.0331
Kepler-708 b,Kepler-708,0.0331
Kepler-570 b,Kepler-570,0.033
Kepler-178 c,Kepler-178,0.033
Kepler-474 b,Kepler-474,0.033
Kepler-1016 c,Kepler-1016,0.033
TYC 3318-01333-1 b,TYC 3318-01333-1,0.033
Kepler-1352 b,Kepler-1352,0.0329
Kepler-1468 c,Kepler-1468,0.0329
Kepler-160 c,Kepler-160,0.0329
Kepler-564 b,Kepler-564,0.0328
Kepler-381 b,Kepler-381,0.0328
Kepler-1036 b,Kepler-1036,0.0328
Kepler-381 c,Kepler-381,0.0328
KMT-2019-BLG-1339L b,KMT-2019-BLG-1339L,0.0327
Kepler-411 e,Kepler-411,0.0326
KMT-2021-BLG-2010L b,KMT-2021-BLG-2010L,0.0326
Kepler-238 c,Kepler-238,0.0326
Kepler-170 c,Kepler-170,0.0326
Kepler-760 b,Kepler-760,0.0325
Kepler-199 b,Kepler-199,0.0325
Kepler-147 b,Kepler-147,0.0325
K2-406 b,K2-406,0.0325
Kepler-287 b,Kepler-287,0.0325
Kepler-1870 b,Kepler-1870,0.0325
Kepler-1881 b,Kepler-1881,0.0325
Kepler-328 c,Kepler-328,0.0324
Kepler-111 b,Kepler-111,0.0324
KMT-2019-BLG-0578L b,KMT-2019-BLG-0578L,0.0323
Kepler-397 c,Kepler-397,0.0323
Kepler-1061 b,Kepler-1061,0.0323
Kepler-1426 b,Kepler-1426,0.0322
TOI-1235 b,TOI-1235,0.0322
SWEEPS-4 b,SWEEPS-4,0.0322
HD 66428 c,HD 66428,0.0322
Kepler-184 d,Kepler-184,0.0321
HD 44219 b,HD 44219,0.032
Kepler-1509 b,Kepler-1509,0.032
Kepler-1914 b,Kepler-1914,0.032
TOI-431 c,TOI-431,0.032
Kepler-403 b,Kepler-403,0.032
WASP-35 b,WASP-35,0.0319
HD 137496 c,HD 137496,0.0319
HD 240210 b,HD 240210,0.0319
Kepler-740 b,Kepler-740,0.0319
Kepler-986 b,Kepler-986,0.0319
Kepler-1276 b,Kepler-1276,0.0319
KMT-2019-BLG-2783L b,KMT-2019-BLG-2783L,0.0319
Kepler-1168 b,Kepler-1168,0.0319
Kepler-144 c,Kepler-144,0.0318
Kepler-1073 b,Kepler-1073,0.0318
Kepler-184 b,Kepler-184,0.0318
Kepler-1397 b,Kepler-1397,0.0318
Kepler-84 d,Kepler-84,0.0318
Kepler-325 c,Kepler-325,0.0318
Kepler-626 b,Kepler-626,0.0317
HD 8326 b,HD 8326,0.0317
K2-405 b,K2-405,0.0316
Kepler-294 b,Kepler-294,0.0316
HD 156668 b,HD 156668,0.0316
Kepler-1025 b,Kepler-1025,0.0316
HD 159868 c,HD 159868,0.0316
TOI-2669 b,TOI-2669,0.0316
Kepler-1879 b,Kepler-1879,0.0315
Kepler-1406 b,Kepler-1406,0.0315
Kepler-274 b,Kepler-274,0.0315
Kepler-1464 b,Kepler-1464,0.0315
Kepler-1528 b,Kepler-1528,0.0314
Kepler-1476 b,Kepler-1476,0.0314
Kepler-1250 b,Kepler-1250,0.0314
Kepler-805 b,Kepler-805,0.0314
TOI-1694 c,TOI-1694,0.0313
KMT-2016-BLG-1836L b,KMT-2016-BLG-1836L,0.0313
KMT-2018-BLG-1976L b,KMT-2018-BLG-1976L,0.0313
Kepler-402 b,Kepler-402,0.0313
Kepler-178 b,Kepler-178,0.0313
Kepler-870 b,Kepler-870,0.0313
Kepler-990 c,Kepler-990,0.0313
Kepler-365 c,Kepler-365,0.0313
ome Ser b,ome Ser,0.0312
Kepler-528 b,Kepler-528,0.0312
Kepler-1369 b,Kepler-1369,0.0312
Kepler-591 b,Kepler-591,0.0312
Kepler-1408 b,Kepler-1408,0.0312
Kepler-300 b,Kepler-300,0.0311
Kepler-771 b,Kepler-771,0.0311
Kepler-1585 b,Kepler-1585,0.0311
Kepler-144 b,Kepler-144,0.031
Kepler-325 d,Kepler-325,0.031
Kepler-1932 b,Kepler-1932,0.0309
OGLE-2016-BLG-0613L AB b,OGLE-2016-BLG-0613L AB,0.0309
WASP-17 b,WASP-17,0.0309
Kepler-1594 b,Kepler-1594,0.0309
OGLE-2018-BLG-1647L b,OGLE-2018-BLG-1647L,0.0309
Kepler-123 c,Kepler-123,0.0309
Kepler-133 c,Kepler-133,0.0309
Kepler-632 b,Kepler-632,0.0308
Kepler-336 c,Kepler-336,0.0308
Kepler-1601 b,Kepler-1601,0.0308
Kepler-344 b,Kepler-344,0.0308
K2-360 c,EPIC 201595106,0.0308
Kepler-344 c,Kepler-344,0.0308
Kepler-1674 b,Kepler-1674,0.0307
Kepler-524 c,Kepler-524,0.0307
Kepler-961 b,Kepler-961,0.0307
HD 135694 b,HD 135694,0.0307
Kepler-128 c,Kepler-128,0.0306
Kepler-1696 b,Kepler-1696,0.0306
Kepler-1531 b,Kepler-1531,0.0306
Kepler-461 b,Kepler-461,0.0305
Kepler-1286 b,Kepler-1286,0.0305
HD 20003 c,HD 20003,0.0305
Kepler-608 b,Kepler-608,0.0305
Kepler-1637 b,Kepler-1637,0.0304
Kepler-556 b,Kepler-556,0.0304
Kepler-583 b,Kepler-583,0.0304
Kepler-281 b,Kepler-281,0.0303
HD 163607 c,HD 163607,0.0303
Kepler-265 d,Kepler-265,0.0303
KOI-351 h,KOI-351,0.0303
Kepler-110 b,Kepler-110,0.0303
HD 86226 b,HD 86226,0.0302
Kepler-1033 b,Kepler-1033,0.0301
Kepler-402 d,Kepler-402,0.0301
KMT-2021-BLG-0909L b,KMT-2021-BLG-0909L,0.0301
Kepler-265 e,Kepler-265,0.0301
OGLE-2019-BLG-1470L AB c,OGLE-2019-BLG-1470L A,0.0301
Kepler-1874 b,Kepler-1874,0.03
Kepler-1576 b,Kepler-1576,0.03
Kepler-903 b,Kepler-903,0.03
Kepler-886 b,Kepler-886,0.03
TOI-1777.01,TOI-1777,0.03
Kepler-127 b,Kepler-127,0.03
Kepler-1491 b,Kepler-1491,0.03
Kepler-694 b,Kepler-694,0.03
Kepler-1555 b,Kepler-1555,0.0299
Kepler-1598 b,Kepler-1598,0.0299
HD 20003 b,HD 20003,0.0299
Kepler-180 c,Kepler-180,0.0299
Kepler-1292 b,Kepler-1292,0.0299
Kepler-1427 b,Kepler-1427,0.0299
Kepler-1864 b,Kepler-1864,0.0298
KMT-2023-BLG-1642L b,KMT-2023-BLG-1642L,0.0298
Kepler-1188 b,Kepler-1188,0.0298
Kepler-836 b,Kepler-836,0.0298
Kepler-343 b,Kepler-343,0.0298
HD 164595 b,HD 164595,0.0298
TOI-4638.01,TOI-4638,0.0297
HD 235088 b,HD 235088,0.0297
Kepler-208 e,Kepler-208,0.0296
Kepler-784 b,Kepler-784,0.0296
HD 106270 b,HD 106270,0.0296
HD 159868 b,HD 159868,0.0296
omi CrB b,omi CrB,0.0295
KMT-2018-BLG-1292L b,KMT-2018-BLG-1292L,0.0295
Kepler-208 c,Kepler-208,0.0295
KMT-2016-BLG-2397L b,KMT-2016-BLG-2397L,0.0294
Kepler-219 d,Kepler-219,0.0294
Kepler-150 c,Kepler-150,0.0294
HD 50554 b,HD 50554,0.0294
OGLE-2015-BLG-0051L b,OGLE-2015-BLG-0051L,0.0294
HD 62509 b,HD 62509,0.0294
HD 220689 b,HD 220689,0.0293
Kepler-222 c,Kepler-222,0.0293
Kepler-602 b,Kepler-602,0.0293
Kepler-308 c,Kepler-308,0.0293
Kepler-183 b,Kepler-183,0.0293
Kepler-47 c,Kepler-47,0.0293
Kepler-1330 b,Kepler-1330,0.0292
MOA-bin-29 b,MOA-bin-29,0.0292
Kepler-1260 b,Kepler-1260,0.0292
Kepler-402 e,Kepler-402,0.0292
Kepler-128 b,Kepler-128,0.0291
Kepler-140 c,Kepler-140,0.0291
Kepler-377 c,Kepler-377,0.029
Kepler-379 b,Kepler-379,0.029
Kepler-308 b,Kepler-308,0.029
Kepler-34 b,Kepler-34,0.029
Kepler-1011 b,Kepler-1011,0.029
OGLE-2016-BLG-0263L b,OGLE-2016-BLG-0263L,0.029
Kepler-192 d,Kepler-192,0.029
Kepler-573 b,Kepler-573,0.0289
Kepler-204 b,Kepler-204,0.0289
Kepler-341 d,Kepler-341,0.0289
HD 39855 b,HD 39855,0.0289
Kepler-100 c,Kepler-100,0.0289
K2-138 f,K2-138,0.0288
Kepler-396 c,Kepler-396,0.0288
Kepler-274 c,Kepler-274,0.0288
K2-19 b,K2-19,0.0288
Kepler-534 b,Kepler-534,0.0288
Kepler-341 c,Kepler-341,0.0287
Kepler-143 b,Kepler-143,0.0286
HD 21411 b,HD 21411,0.0286
KMT-2019-BLG-1715L b,KMT-2019-BLG-1715L,0.0286
81 Cet b,81 Cet,0.0286
Kepler-1429 b,Kepler-1429,0.0286
Kepler-1398 b,Kepler-1398,0.0286
Kepler-1128 b,Kepler-1128,0.0286
Kepler-364 b,Kepler-364,0.0286
Kepler-336 d,Kepler-336,0.0286
Kepler-881 b,Kepler-881,0.0285
Kepler-1231 b,Kepler-1231,0.0285
Kepler-1031 b,Kepler-1031,0.0285
Kepler-1435 b,Kepler-1435,0.0285
Kepler-686 b,Kepler-686,0.0285
Kepler-349 c,Kepler-349,0.0285
Kepler-1645 b,Kepler-1645,0.0285
Kepler-104 c,Kepler-104,0.0285
PSR B1620-26 b,PSR B1620-26,0.0284
Kepler-1391 b,Kepler-1391,0.0284
Kepler-1765 b,Kepler-1765,0.0284
Kepler-1380 b,Kepler-1380,0.0283
Kepler-1591 b,Kepler-1591,0.0283
OGLE-2012-BLG-0406L b,OGLE-2012-BLG-0406L,0.0283
Kepler-96 b,Kepler-96,0.0282
Kepler-1416 b,Kepler-1416,0.0282
Kepler-23 c,Kepler-23,0.0282
Kepler-1398 c,Kepler-1398,0.0281
Kepler-349 b,Kepler-349,0.0281
Kepler-869 b,Kepler-869,0.0281
KMT-2016-BLG-2605L b,KMT-2016-BLG-2605L,0.0281
Kepler-1271 b,Kepler-1271,0.0281
Kepler-1584 b,Kepler-1584,0.0281
OGLE-2014-BLG-0676L b,OGLE-2014-BLG-0676L,0.0281
Kepler-1278 b,Kepler-1278,0.028
Kepler-348 c,Kepler-348,0.028
Kepler-223 e,Kepler-223,0.028
Kepler-403 c,Kepler-403,0.028
BD+48 738 b,BD+48 738,0.0279
Kepler-1293 b,Kepler-1293,0.0279
Kepler-228 b,Kepler-228,0.0279
Kepler-616 d,Kepler-616,0.0279
Kepler-131 c,Kepler-131,0.0278
HD 3167 e,HD 3167,0.0278
Kepler-183 c,Kepler-183,0.0278
HD 16417 b,HD 16417,0.0278
WASP-117 b,WASP-117,0.0277
Kepler-187 b,Kepler-187,0.0277
Kepler-341 e,Kepler-341,0.0277
Kepler-170 b,Kepler-170,0.0277
K2-138 c,K2-138,0.0277
Kepler-466 b,Kepler-466,0.0277
Kepler-1468 b,Kepler-1468,0.0276
Kepler-472 b,Kepler-472,0.0276
Kepler-104 b,Kepler-104,0.0276
HD 2638 b,HD 2638,0.0276
HD 213885 c,HD 213885,0.0276
Kepler-1764 b,Kepler-1764,0.0276
Kepler-666 b,Kepler-666,0.0275
2MASS J04414489+2301513 b,2MASS J04414489+2301513,0.0275
Kepler-203 c,Kepler-203,0.0275
Kepler-312 b,Kepler-312,0.0275
Kepler-1678 b,Kepler-1678,0.0275
KMT-2018-BLG-0247L b,KMT-2018-BLG-0247L,0.0274
Kepler-757 b,Kepler-757,0.0274
Kepler-375 c,Kepler-375,0.0274
Kepler-1478 b,Kepler-1478,0.0274
K2-183 d,K2-183,0.0274
OGLE-2017-BLG-1522L b,OGLE-2017-BLG-1522L,0.0274
Kepler-773 b,Kepler-773,0.0273
K2-183 c,K2-183,0.0273
Kepler-1561 b,Kepler-1561,0.0273
Kepler-164 d,Kepler-164,0.0272
Kepler-559 b,Kepler-559,0.0272
Kepler-270 c,Kepler-270,0.0271
Kepler-926 b,Kepler-926,0.0271
Kepler-1187 b,Kepler-1187,0.0271
Kepler-393 c,Kepler-393,0.0271
HD 65216 b,HD 65216,0.0271
Kepler-1717 b,Kepler-1717,0.027
Kepler-1516 b,Kepler-1516,0.027
TOI-500 c,TOI-500,0.027
NGC 2682 YBP 1514 b,NGC 2682 YBP 1514,0.027
Kepler-265 c,Kepler-265,0.0269
Kepler-119 b,Kepler-119,0.0269
OGLE-TR-113 b,OGLE-TR-113,0.0269
MOA-2012-BLG-006L b,MOA-2012-BLG-006L,0.0269
Kepler-1814 b,Kepler-1814,0.0269
Kepler-110 c,Kepler-110,0.0268
Kepler-611 b,Kepler-611,0.0268
Kepler-393 b,Kepler-393,0.0267
MOA-2013-BLG-220L b,MOA-2013-BLG-220L,0.0267
WASP-48 b,WASP-48,0.0267
HD 206255 b,HD 206255,0.0267
Kepler-1838 b,Kepler-1838,0.0267
Kepler-1556 b,Kepler-1556,0.0266
Kepler-1451 b,Kepler-1451,0.0266
Kepler-347 c,Kepler-347,0.0266
Kepler-188 b,Kepler-188,0.0266
Kepler-1771 b,Kepler-1771,0.0265
Kepler-402 c,Kepler-402,0.0265
Kepler-338 c,Kepler-338,0.0265
K2-383 b,K2-383,0.0265
Kepler-581 b,Kepler-581,0.0265
Kepler-903 c,Kepler-903,0.0264
HD 176986 c,HD 176986,0.0264
Kepler-1933 b,Kepler-1933,0.0264
Kepler-501 b,Kepler-501,0.0263
TrES-1 b,TrES-1,0.0263
Kepler-1730 b,Kepler-1730,0.0263
Kepler-269 b,Kepler-269,0.0263
Kepler-864 b,Kepler-864,0.0263
Kepler-385 d,Kepler-385,0.0262
Kepler-612 b,Kepler-612,0.0262
HD 104067 b,HD 104067,0.0262
Kepler-325 b,Kepler-325,0.0261
Kepler-802 b,Kepler-802,0.0261
Kepler-1590 b,Kepler-1590,0.0261
Kepler-291 c,Kepler-291,0.0261
K2-397 b,K2-397,0.0261
Kepler-238 d,Kepler-238,0.0261
Kepler-178 d,Kepler-178,0.0261
Kepler-65 e,Kepler-65,0.026
Kepler-230 b,Kepler-230,0.026
OGLE-2018-BLG-1011L b,OGLE-2018-BLG-1011L,0.026
Kepler-254 c,Kepler-254,0.026
Kepler-212 c,Kepler-212,0.026
Kepler-104 d,Kepler-104,0.026
KMT-2017-BLG-2509L b,KMT-2017-BLG-2509L,0.026
Kepler-360 b,Kepler-360,0.026
Kepler-1252 b,Kepler-1252,0.0259
KMT-2017-BLG-2197L b,KMT-2017-BLG-2197L,0.0259
Kepler-1131 b,Kepler-1131,0.0259
HD 176986 b,HD 176986,0.0259
Kepler-1182 b,Kepler-1182,0.0259
Kepler-1617 b,Kepler-1617,0.0259
Kepler-481 b,Kepler-481,0.0259
Kepler-203 b,Kepler-203,0.0258
Kepler-194 b,Kepler-194,0.0257
Kepler-48 b,Kepler-48,0.0257
Kepler-1668 b,Kepler-1668,0.0257
gam Lib c,gam Lib,0.0256
Kepler-300 c,Kepler-300,0.0256
Kepler-850 b,Kepler-850,0.0256
Kepler-1769 b,Kepler-1769,0.0256
Kepler-140 b,Kepler-140,0.0255
Kepler-134 b,Kepler-134,0.0254
Kepler-1155 b,Kepler-1155,0.0254
WASP-15 b,WASP-15,0.0254
Kepler-1349 b,Kepler-1349,0.0252
Kepler-1050 c,Kepler-1050,0.0252
Kepler-1493 b,Kepler-1493,0.0251
Kepler-361 b,Kepler-361,0.0251
MOA-2022-BLG-091L b,MOA-2022-BLG-091L,0.0251
OGLE-2019-BLG-0468L b,OGLE-2019-BLG-0468L,0.0251
Kepler-500 b,Kepler-500,0.025
Kepler-1538 b,Kepler-1538,0.025
Kepler-1508 b,Kepler-1508,0.025
K2-291 b,K2-291,0.025
Kepler-208 b,Kepler-208,0.0249
Kepler-142 c,Kepler-142,0.0249
Kepler-603 b,Kepler-603,0.0249
HD 64114 b,HD 64114,0.0249
Kepler-1548 b,Kepler-1548,0.0249
gam Lib b,gam Lib,0.0248
Kepler-1613 b,Kepler-1613,0.0248
Kepler-1311 b,Kepler-1311,0.0248
Kepler-722 b,Kepler-722,0.0248
Kepler-288 d,Kepler-288,0.0247
Kepler-266 b,Kepler-266,0.0247
Kepler-1639 b,Kepler-1639,0.0247
K2-138 d,K2-138,0.0247
Kepler-355 b,Kepler-355,0.0247
HD 145934 b,HD 145934,0.0247
KMT-2017-BLG-1038L b,KMT-2017-BLG-1038L,0.0247
HD 135625 b,HD 135625,0.0246
Kepler-1103 b,Kepler-1103,0.0246
Kepler-365 b,Kepler-365,0.0246
Kepler-401 b,Kepler-401,0.0246
Kepler-25 c,Kepler-25,0.0246
OGLE-2017-BLG-1099L b,OGLE-2017-BLG-1099L,0.0245
Kepler-1738 b,Kepler-1738,0.0245
Kepler-48 d,Kepler-48,0.0245
Kepler-1431 b,Kepler-1431,0.0245
Kepler-1485 b,Kepler-1485,0.0244
Kepler-338 b,Kepler-338,0.0244
Kepler-1311 c,Kepler-1311,0.0244
Kepler-588 b,Kepler-588,0.0243
Kepler-293 b,Kepler-293,0.0243
Kepler-84 f,Kepler-84,0.0243
HD 18015 b,HD 18015,0.0243
TOI-5726.01,TOI-5726,0.0242
6 Lyn b,6 Lyn,0.0242
Kepler-219 b,Kepler-219,0.0242
Kepler-358 c,Kepler-358,0.0242
Kepler-162 c,Kepler-162,0.0241
Kepler-1093 c,Kepler-1093,0.0241
KELT-1 b,KELT-1,0.0241
K2-201 b,K2-201,0.0241
KMT-2019-BLG-1953L b,KMT-2019-BLG-1953L,0.0241
Kepler-227 c,Kepler-227,0.0241
Kepler-1050 b,Kepler-1050,0.0241
Kepler-654 b,Kepler-654,0.0241
Kepler-1093 b,Kepler-1093,0.024
Kepler-1289 b,Kepler-1289,0.024
Kepler-356 b,Kepler-356,0.024
OGLE-2014-BLG-0221L b,OGLE-2014-BLG-0221L,0.024
Kepler-287 c,Kepler-287,0.024
Kepler-978 b,Kepler-978,0.024
Kepler-980 b,Kepler-980,0.024
Kepler-722 c,Kepler-722,0.024
Lupus-TR-3 b,Lupus-TR-3,0.0239
Kepler-148 d,Kepler-148,0.0239
Kepler-990 b,Kepler-990,0.0239
Kepler-1784 b,Kepler-1784,0.0239
Kepler-1077 b,Kepler-1077,0.0239
K2-44 b,K2-44,0.0238
Kepler-809 b,Kepler-809,0.0238
Kepler-1443 b,Kepler-1443,0.0238
TOI-500 d,TOI-500,0.0238
Kepler-310 c,Kepler-310,0.0238
Kepler-358 b,Kepler-358,0.0238
OGLE-2023-BLG-0836L b,OGLE-2023-BLG-0836L,0.0238
Kepler-1535 b,Kepler-1535,0.0237
NGC 2682 YBP 1194 b,NGC 2682 YBP 1194,0.0237
Kepler-1207 b,Kepler-1207,0.0237
Kepler-1183 b,Kepler-1183,0.0236
Kepler-822 b,Kepler-822,0.0236
Kepler-524 b,Kepler-524,0.0236
OGLE-2015-BLG-1649L b,OGLE-2015-BLG-1649L,0.0236
Kepler-1474 b,Kepler-1474,0.0235
Kepler-59 c,Kepler-59,0.0235
Kepler-348 b,Kepler-348,0.0234
Kepler-20 g,Kepler-20,0.0234
Kepler-1488 b,Kepler-1488,0.0234
HD 184010 d,HD 184010,0.0233
Kepler-1547 b,Kepler-1547,0.0233
HIP 39017 b,HIP 39017,0.0233
Kepler-335 c,Kepler-335,0.0233
Kepler-1401 b,Kepler-1401,0.0232
Kepler-82 c,Kepler-82,0.0232
OGLE-2017-BLG-0640L b,OGLE-2017-BLG-0640L,0.0232
Kepler-1777 b,Kepler-1777,0.0232
Kepler-135 b,Kepler-135,0.0232
Kepler-1052 b,Kepler-1052,0.0232
Kepler-1180 b,Kepler-1180,0.0231
Kepler-118 c,Kepler-118,0.0231
Kepler-1557 b,Kepler-1557,0.0231
Kepler-897 b,Kepler-897,0.0231
Kepler-223 d,Kepler-223,0.0231
Kepler-872 b,Kepler-872,0.0231
Kepler-1003 b,Kepler-1003,0.023
Kepler-1088 b,Kepler-1088,0.023
Kepler-379 c,Kepler-379,0.023
Kepler-811 b,Kepler-811,0.0229
Kepler-254 d,Kepler-254,0.0229
TOI-1659.01,TOI-1659,0.0229
Kepler-1230 b,Kepler-1230,0.0229
Kepler-164 c,Kepler-164,0.0228
K2-176 b,K2-176,0.0228
Kepler-259 c,Kepler-259,0.0228
Kepler-24 e,Kepler-24,0.0228
Kepler-1767 b,Kepler-1767,0.0227
Kepler-1778 b,Kepler-1778,0.0227
TYC 4282-00605-1 b,TYC 4282-00605-1,0.0227
Kepler-1449 b,Kepler-1449,0.0227
Kepler-645 b,Kepler-645,0.0227
Kepler-270 b,Kepler-270,0.0227
HD 65216 c,HD 65216,0.0226
Kepler-1636 b,Kepler-1636,0.0226
OGLE-2017-BLG-1140L b,OGLE-2017-BLG-1140L,0.0226
TYC 3667-1280-1 b,TYC 3667-1280-1,0.0226
HD 184010 c,HD 184010,0.0226
OGLE-2016-BLG-1800L b,OGLE-2016-BLG-1800L,0.0225
Kepler-356 c,Kepler-356,0.0225
KMT-2016-BLG-1397L b,KMT-2016-BLG-1397L,0.0225
Kepler-1109 b,Kepler-1109,0.0225
WASP-47 c,WASP-47,0.0225
Kepler-347 b,Kepler-347,0.0225
Kepler-1930 b,Kepler-1930,0.0224
TOI-2202 b,TOI-2202,0.0224
Kepler-625 c,Kepler-625,0.0224
Kepler-122 d,Kepler-122,0.0223
Kepler-555 b,Kepler-555,0.0223
Kepler-1419 b,Kepler-1419,0.0223
HD 165155 b,HD 165155,0.0223
Kepler-291 b,Kepler-291,0.0223
Kepler-364 c,Kepler-364,0.0222
Kepler-1085 c,Kepler-1085,0.0222
Kepler-147 c,Kepler-147,0.0222
K2-393 b,K2-393,0.0222
KMT-2023-BLG-0119L b,KMT-2023-BLG-0119L,0.0222
Kepler-1790 b,Kepler-1790,0.0221
K2-411 b,K2-411,0.0221
TOI-1723 b,TOI-1723,0.0221
HD 184010 b,HD 184010,0.022
Kepler-315 b,Kepler-315,0.022
OGLE-2017-BLG-1049L b,OGLE-2017-BLG-1049L,0.022
Kepler-1632 b,Kepler-1632,0.022
Kepler-879 b,Kepler-879,0.022
Kepler-126 c,Kepler-126,0.022
TOI-500 e,TOI-500,0.022
Kepler-1041 b,Kepler-1041,0.0219
SWEEPS-11 b,SWEEPS-11,0.0219
Kepler-366 b,Kepler-366,0.0219
WASP-41 c,WASP-41,0.0219
Kepler-545 b,Kepler-545,0.0219
K2-73 c,K2-73,0.0218
Kepler-1625 b,Kepler-1625,0.0218
Kepler-1607 b,Kepler-1607,0.0218
HD 168009 b,HD 168009,0.0218
Kepler-1106 b,Kepler-1106,0.0218
Kepler-534 c,Kepler-534,0.0218
HAT-P-11 c,HAT-P-11,0.0217
Kepler-1444 b,Kepler-1444,0.0217
Kepler-1225 b,Kepler-1225,0.0217
Kepler-630 b,Kepler-630,0.0217
Kepler-360 c,Kepler-360,0.0217
OGLE-2013-BLG-1761L b,OGLE-2013-BLG-1761L,0.0217
Kepler-1647 b,Kepler-1647,0.0216
Kepler-126 b,Kepler-126,0.0216
HD 207832 c,HD 207832,0.0216
OGLE-2019-BLG-0362L b,OGLE-2019-BLG-0362L,0.0216
Kepler-671 b,Kepler-671,0.0216
Kepler-56 b,Kepler-56,0.0216
Kepler-1719 b,Kepler-1719,0.0216
TOI-1691 b,TOI-1691,0.0215
TOI-1062 c,TOI-1062,0.0215
KMT-2016-BLG-2364L b,KMT-2016-BLG-2364L,0.0215
Kepler-315 c,Kepler-315,0.0215
Kepler-1691 b,Kepler-1691,0.0215
Kepler-1941 b,Kepler-1941,0.0214
Kepler-219 c,Kepler-219,0.0214
Kepler-318 c,Kepler-318,0.0214
Kepler-1581 b,Kepler-1581,0.0214
OGLE-2017-BLG-1237L b,OGLE-2017-BLG-1237L,0.0214
HD 100777 b,HD 100777,0.0214
Kepler-288 c,Kepler-288,0.0214
Kepler-401 c,Kepler-401,0.0214
Kepler-294 c,Kepler-294,0.0214
Kepler-1386 b,Kepler-1386,0.0213
Kepler-1432 b,Kepler-1432,0.0213
HD 96167 b,HD 96167,0.0213
Kepler-673 b,Kepler-673,0.0213
Kepler-467 b,Kepler-467,0.0213
Kepler-1268 b,Kepler-1268,0.0212
HD 13167 b,HD 13167,0.0212
Kepler-1616 b,Kepler-1616,0.0212
Kepler-969 c,Kepler-969,0.0212
Kepler-338 d,Kepler-338,0.0212
Kepler-996 b,Kepler-996,0.0212
KMT-2022-BLG-1818L b,KMT-2022-BLG-1818L,0.0212
Kepler-1587 b,Kepler-1587,0.0212
HD 221416 b,HD 221416,0.0212
Kepler-1255 b,Kepler-1255,0.0212
KMT-2017-BLG-0673L b,KMT-2017-BLG-0673L,0.0211
KMT-2019-BLG-1552L b,KMT-2019-BLG-1552L,0.0211
Kepler-552 b,Kepler-552,0.0211
HD 109286 b,HD 109286,0.0211
OGLE-2018-BLG-1700L b,OGLE-2018-BLG-1700L,0.021
Kepler-1574 b,Kepler-1574,0.021
HD 151450 c,HD 151450,0.021
Kepler-1641 c,Kepler-1641,0.0209
Kepler-227 b,Kepler-227,0.0209
Kepler-657 b,Kepler-657,0.0209
K2-175 b,K2-175,0.0209
Kepler-1111 b,Kepler-1111,0.0209
Kepler-765 b,Kepler-765,0.0208
HD 73267 c,HD 73267,0.0207
Kepler-495 c,Kepler-495,0.0207
Kepler-509 b,Kepler-509,0.0207
K2-74 b,K2-74,0.0207
HD 145675 c,14 Her,0.0207
K2-308 b,K2-308,0.0207
Kepler-475 b,Kepler-475,0.0207
Kepler-143 c,Kepler-143,0.0207
Kepler-1323 b,Kepler-1323,0.0207
Kepler-53 d,Kepler-53,0.0206
Kepler-302 b,Kepler-302,0.0206
Kepler-232 b,Kepler-232,0.0206
Kepler-1615 b,Kepler-1615,0.0206
Kepler-1068 b,Kepler-1068,0.0206
Kepler-1550 b,Kepler-1550,0.0206
Kepler-1873 b,Kepler-1873,0.0205
BD+49 828 b,BD+49 828,0.0205
Kepler-843 b,Kepler-843,0.0205
Kepler-1693 c,Kepler-1693,0.0205
Kepler-619 c,Kepler-619,0.0204
K2-160 b,K2-160,0.0204
Kepler-643 b,Kepler-643,0.0204
Kepler-745 b,Kepler-745,0.0204
Kepler-1789 b,Kepler-1789,0.0204
KOI-984 c,KOI-984,0.0204
Kepler-704 b,Kepler-704,0.0204
Kepler-293 c,Kepler-293,0.0204
omi UMa b,omi UMa,0.0203
HD 29985 b,HD 29985,0.0203
Kepler-342 c,Kepler-342,0.0203
OGLE-2018-BLG-1367L b,OGLE-2018-BLG-1367L,0.0203
K2-386 b,K2-386,0.0203
Kepler-194 d,Kepler-194,0.0203
Kepler-1641 b,Kepler-1641,0.0202
Kepler-146 c,Kepler-146,0.0202
TOI-1136 e,TOI-1136,0.0202
